sampleID	family_number	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy	marker_lineage	number_genomes	number_markers	number_marker_sets	completeness	contamination	strain_heterogeneity	genome_size_bp	number_ambiguous_bases	number_scaffolds	number_contigs	n50_scaffolds	n50_contigs	mean_scaffold_length_bp	mean_contig_length_bp	longest_scaffold_bp	longest_contig_bp	gc	gc_std_scaffolds_1kbp	coding_density	translation_table	number_predicted_genes	x0	x1	x2	x3	x4	x5	genome	parent	class	order	family	genus	species
SRR14196804.1	3837	k141_4489	k141_4489	RRE-containing	RiPPs	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	0	0	4031044	0	19	19	357071	357071	212160	212160	561567	561567	35.4	0.61	89.51	11	3699	0	152	0	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR14196806.3	3837	k141_106460	k141_106460	RRE-containing	RiPPs	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4069417	0	21	21	471555	471555	193781	193781	720216	720216	35.4	1.25	89.61	11	3758	0	149	3	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR14196807.2	3837	k141_167535	k141_167535	RRE-containing	RiPPs	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4115346	0	28	28	471539	471539	146976	146976	720124	720124	35.3	2.61	89.54	11	3819	0	149	3	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR14196810.2	3837	k141_176587	k141_176587	RRE-containing	RiPPs	NA	NA	k__Bacteria (UID2565)	2921	152	93	90.66	2.15	0	3535012	0	893	893	4611	4611	3958	3958	19603	19603	35.4	2.54	88.79	11	3893	12	137	3	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
USMM094	3837	contig00006	contig00006 len=302014 cov=45.8 corr=0 origname=NODE_6_length_302014_cov_45.757631_pilon sw=shovill-spades/1.1.0 date=20221108	RRE-containing	RiPPs	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4170254	0	41	41	471495	471495	101713	101713	763660	763660	35.3	3.7	89.33	11	3883	0	149	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
USMM095	3837	contig00005	contig00005 len=368780 cov=45.3 corr=0 origname=NODE_5_length_368780_cov_45.296255_pilon sw=shovill-spades/1.1.0 date=20221108	RRE-containing	RiPPs	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4170772	0	43	43	471495	471495	96994	96994	763711	763711	35.3	3.79	89.34	11	3887	0	149	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
USMM096	3837	contig00007	contig00007 len=302020 cov=44.2 corr=0 origname=NODE_7_length_302020_cov_44.239496_pilon sw=shovill-spades/1.1.0 date=20221108	RRE-containing	RiPPs	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4170870	0	44	44	427630	427630	94792	94792	645362	645362	35.3	3.54	89.33	11	3889	0	149	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
USMM097	3837	contig00006	contig00006 len=302010 cov=37.7 corr=0 origname=NODE_6_length_302010_cov_37.740211_pilon sw=shovill-spades/1.1.0 date=20221108	RRE-containing	RiPPs	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4170455	0	41	41	471495	471495	101718	101718	763711	763711	35.3	3.69	89.33	11	3885	0	149	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR18172542.4	3858	k141_589621	k141_589621	RiPP-like	RiPPs	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	304	93.04	1.25	8.33	4311944	0	693	693	8127	8127	6222	6222	49133	49133	55.3	2.72	89.41	11	4514	43	820	12	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545
ERR4065CAT_bins.1	3866	k141_41040	k141_41040	microviridin	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.49	0	4913569	0	112	112	88523	88523	43871	43871	366209	366209	36.4	1.44	88.34	11	4530	0	322	2	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium cucumeris
MMO-17	3866	contig00001	contig00001 len=1237185 cov=37.1 corr=0 origname=NODE_1_length_1237185_cov_37.112736_pilon sw=shovill-spades/1.1.0 date=20220813	microviridin	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.25	0	4878630	0	33	33	571308	571308	147837	147837	1237185	1237185	36.3	3.1	88.19	11	4412	0	323	1	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium bernardetii_A
USHLN009	3866	contig00001	contig00001 len=856124 cov=41.5 corr=0 origname=NODE_1_length_856124_cov_41.467043_pilon sw=shovill-spades/1.1.0 date=20221107	microviridin	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.49	0	4706418	0	48	48	418526	418526	98050	98050	856124	856124	35.7	3.24	87.68	11	4209	0	322	2	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium contaminans
USHLN259	3866	contig00014	contig00014 len=194305 cov=34.5 corr=0 origname=NODE_14_length_194305_cov_34.497868_pilon sw=shovill-spades/1.1.0 date=20221107	microviridin	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.25	0	5423796	0	69	69	357602	357602	78605	78605	689825	689825	35.7	2.69	88.16	11	4902	0	323	1	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologenes_F
USHLN267	3866	contig00013	contig00013 len=194305 cov=23.9 corr=0 origname=NODE_13_length_194305_cov_23.877185_pilon sw=shovill-spades/1.1.0 date=20220829	microviridin	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.25	0	5423884	0	69	69	430828	430828	78607	78607	911163	911163	35.7	2.88	88.15	11	4899	0	323	1	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologenes_F
ERR4065CAT_bins.1	3868	k141_43676	k141_43676	RiPP-like	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.49	0	4913569	0	112	112	88523	88523	43871	43871	366209	366209	36.4	1.44	88.34	11	4530	0	322	2	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium cucumeris
MMO-17	3868	contig00004	contig00004 len=449572 cov=29.0 corr=0 origname=NODE_4_length_449572_cov_29.044186_pilon sw=shovill-spades/1.1.0 date=20220813	RiPP-like	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.25	0	4878630	0	33	33	571308	571308	147837	147837	1237185	1237185	36.3	3.1	88.19	11	4412	0	323	1	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium bernardetii_A
USHLN009	3868	contig00003	contig00003 len=468330 cov=37.7 corr=0 origname=NODE_3_length_468330_cov_37.724528_pilon sw=shovill-spades/1.1.0 date=20221107	RiPP-like	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.49	0	4706418	0	48	48	418526	418526	98050	98050	856124	856124	35.7	3.24	87.68	11	4209	0	322	2	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium contaminans
USHLN259	3868	contig00002	contig00002 len=672970 cov=30.2 corr=0 origname=NODE_2_length_672970_cov_30.190484_pilon sw=shovill-spades/1.1.0 date=20221107	RiPP-like	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.25	0	5423796	0	69	69	357602	357602	78605	78605	689825	689825	35.7	2.69	88.16	11	4902	0	323	1	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologenes_F
USHLN267	3868	contig00001	contig00001 len=911163 cov=21.6 corr=0 origname=NODE_1_length_911163_cov_21.597219_pilon sw=shovill-spades/1.1.0 date=20220829	RiPP-like	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.25	0	5423884	0	69	69	430828	430828	78607	78607	911163	911163	35.7	2.88	88.15	11	4899	0	323	1	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologenes_F
USHLN009	3869	contig00004	contig00004 len=418526 cov=43.1 corr=0 origname=NODE_4_length_418526_cov_43.060318_pilon sw=shovill-spades/1.1.0 date=20221107	lanthipeptide-class-ii	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.49	0	4706418	0	48	48	418526	418526	98050	98050	856124	856124	35.7	3.24	87.68	11	4209	0	322	2	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium contaminans
USHLN009	3875	contig00011	contig00011 len=124490 cov=44.0 corr=0 origname=NODE_11_length_124490_cov_43.993190_pilon sw=shovill-spades/1.1.0 date=20221107	RRE-containing	RiPPs	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.49	0	4706418	0	48	48	418526	418526	98050	98050	856124	856124	35.7	3.24	87.68	11	4209	0	322	2	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium contaminans
USHLN010	3881	contig00003	contig00003 len=340854 cov=41.0 corr=0 origname=NODE_3_length_340854_cov_41.002351_pilon sw=shovill-spades/1.1.0 date=20221107	redox-cofactor	RiPPs	NA	NA	f__Enterobacteriaceae (UID5054)	223	874	305	99.67	0.55	0	4926074	0	41	41	2577902	2577902	120148	120148	2577902	2577902	52.9	1.58	87.15	11	4428	1	868	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Rouxiella	Rouxiella badensis
USHLN014	3885	contig00003	contig00003 len=513737 cov=40.0 corr=0 origname=NODE_3_length_513737_cov_40.029391_pilon sw=shovill-spades/1.1.0 date=20220828	lassopeptide	RiPPs	NA	NA	f__Xanthomonadaceae (UID4214)	55	659	290	99.66	1.11	0	4606712	0	30	30	353353	353353	153557	153557	866753	866753	69.1	3.79	88.2	11	4034	2	651	6	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas_A	Pseudoxanthomonas_A sp004284195
USHLN015	3888	contig00005	contig00005 len=469920 cov=17.5 corr=0 origname=NODE_5_length_469920_cov_17.496789_pilon sw=shovill-spades/1.1.0 date=20220828	RiPP-like	RiPPs	NA	NA	o__Pseudomonadales (UID4488)	185	813	308	99.68	0.87	0	6627869	0	61	61	409814	409814	108653	108653	639403	639403	66.9	3.07	89.03	11	5984	1	807	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F sp003234055
USHLN015	3891	contig00008	contig00008 len=401118 cov=16.7 corr=0 origname=NODE_8_length_401118_cov_16.664617_pilon sw=shovill-spades/1.1.0 date=20220828	RiPP-like	RiPPs	NA	NA	o__Pseudomonadales (UID4488)	185	813	308	99.68	0.87	0	6627869	0	61	61	409814	409814	108653	108653	639403	639403	66.9	3.07	89.03	11	5984	1	807	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F sp003234055
USHLN015	3894	contig00009	contig00009 len=384759 cov=17.3 corr=0 origname=NODE_9_length_384759_cov_17.263196_pilon sw=shovill-spades/1.1.0 date=20220828	RiPP-like	RiPPs	NA	NA	o__Pseudomonadales (UID4488)	185	813	308	99.68	0.87	0	6627869	0	61	61	409814	409814	108653	108653	639403	639403	66.9	3.07	89.03	11	5984	1	807	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F sp003234055
USHLN015	3896	contig00013	contig00013 len=180956 cov=18.0 corr=0 origname=NODE_13_length_180956_cov_18.013818_pilon sw=shovill-spades/1.1.0 date=20220828	lassopeptide	RiPPs	NA	NA	o__Pseudomonadales (UID4488)	185	813	308	99.68	0.87	0	6627869	0	61	61	409814	409814	108653	108653	639403	639403	66.9	3.07	89.03	11	5984	1	807	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F sp003234055
USHLN015	3897	contig00013	contig00013 len=180956 cov=18.0 corr=0 origname=NODE_13_length_180956_cov_18.013818_pilon sw=shovill-spades/1.1.0 date=20220828	ranthipeptide	RiPPs	NA	NA	o__Pseudomonadales (UID4488)	185	813	308	99.68	0.87	0	6627869	0	61	61	409814	409814	108653	108653	639403	639403	66.9	3.07	89.03	11	5984	1	807	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F sp003234055
USHLN015	3898	contig00016	contig00016 len=162853 cov=18.7 corr=0 origname=NODE_16_length_162853_cov_18.739778_pilon sw=shovill-spades/1.1.0 date=20220828	redox-cofactor	RiPPs	NA	NA	o__Pseudomonadales (UID4488)	185	813	308	99.68	0.87	0	6627869	0	61	61	409814	409814	108653	108653	639403	639403	66.9	3.07	89.03	11	5984	1	807	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F sp003234055
USHLN022	3922	contig00010	contig00010 len=211100 cov=15.7 corr=0 origname=NODE_10_length_211100_cov_15.709084_pilon sw=shovill-spades/1.1.0 date=20220828	lanthipeptide-class-i	RiPPs	NA	NA	g__Bacillus (UID902)	44	1171	324	99.18	3.31	0	6950071	0	141	141	317092	317092	49291	49291	1621674	1621674	34.6	4.9	82.65	11	7091	4	1096	70	1	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A bombysepticus
BGC0000626	3923	BGC0000626	"Bacillus thuringiensis strain As 1.1013 thuricin biosynthesis gene cluster, complete sequence"	lanthipeptide-class-ii	RiPPs	Bacillus thuringiensis	"Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USHLN023	3924	contig00001	contig00001 len=710196 cov=29.2 corr=0 origname=NODE_1_length_710196_cov_29.194298_pilon sw=shovill-spades/1.1.0 date=20220828	RiPP-like	RiPPs	NA	NA	o__Bacillales (UID828)	139	508	174	99.43	0.57	0	4732094	0	79	79	426414	426414	59899	59899	710196	710196	40	4	85.2	11	4842	1	506	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_AG	Bacillus_AG koreensis
USHLN023	3928	contig00005	contig00005 len=426414 cov=29.3 corr=0 origname=NODE_5_length_426414_cov_29.273702_pilon sw=shovill-spades/1.1.0 date=20220828	RiPP-like	RiPPs	NA	NA	o__Bacillales (UID828)	139	508	174	99.43	0.57	0	4732094	0	79	79	426414	426414	59899	59899	710196	710196	40	4	85.2	11	4842	1	506	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_AG	Bacillus_AG koreensis
USHLN023	3929	contig00005	contig00005 len=426414 cov=29.3 corr=0 origname=NODE_5_length_426414_cov_29.273702_pilon sw=shovill-spades/1.1.0 date=20220828	lanthipeptide-class-ii	RiPPs	NA	NA	o__Bacillales (UID828)	139	508	174	99.43	0.57	0	4732094	0	79	79	426414	426414	59899	59899	710196	710196	40	4	85.2	11	4842	1	506	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_AG	Bacillus_AG koreensis
USHLN028	3939	contig00001	contig00001 len=3093604 cov=38.8 corr=0 origname=NODE_1_length_3093604_cov_38.759064_pilon sw=shovill-spades/1.1.0 date=20220828	RRE-containing.thiopeptide.LAP.cyclic-lactone-autoinducer	RiPPs	NA	NA	c__Bacilli (UID259)	750	275	151	99.34	0.33	0	4568236	0	56	56	3093604	3093604	81575	81575	3093604	3093604	37.7	5.59	85.59	11	4466	1	273	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus fusiformis
USHLN029	3939	contig00004	contig00004 len=329140 cov=29.3 corr=0 origname=NODE_4_length_329140_cov_29.345915_pilon sw=shovill-spades/1.1.0 date=20220828	RRE-containing.thiopeptide.LAP.cyclic-lactone-autoinducer	RiPPs	NA	NA	c__Bacilli (UID259)	750	275	151	99.34	0.33	0	4659994	0	114	114	198679	198679	40877	40877	717107	717107	37.6	4.17	85.62	11	4627	1	273	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus fusiformis
USHLN029	3941	contig00005	contig00005 len=266730 cov=35.7 corr=0 origname=NODE_5_length_266730_cov_35.689077_pilon sw=shovill-spades/1.1.0 date=20220828	RiPP-like	RiPPs	NA	NA	c__Bacilli (UID259)	750	275	151	99.34	0.33	0	4659994	0	114	114	198679	198679	40877	40877	717107	717107	37.6	4.17	85.62	11	4627	1	273	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus fusiformis
AS230	3965	contig00001	contig00001 len=1193496 cov=31.9 corr=0 origname=NODE_1_length_1193496_cov_31.924810_pilon sw=shovill-spades/1.1.0 date=20220828	redox-cofactor	RiPPs	NA	NA	f__Enterobacteriaceae (UID5121)	138	1158	336	100	0.39	0	5216318	0	71	71	712980	712980	73469	73469	1193496	1193496	54.9	1.42	88.71	11	4883	0	1155	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes
USHLN06	3965	contig00001	contig00001 len=976230 cov=33.3 corr=0 origname=NODE_1_length_976230_cov_33.259269_pilon sw=shovill-spades/1.1.0 date=20220627	redox-cofactor	RiPPs	NA	NA	f__Enterobacteriaceae (UID5121)	138	1159	336	100	0.39	0	5454526	0	97	97	384742	384742	56232	56232	976230	976230	57.4	2.41	88.07	11	5105	0	1156	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola
USHLN139	3984	contig00006	contig00006 len=372266 cov=33.8 corr=0 origname=NODE_6_length_372266_cov_33.787884_pilon sw=shovill-spades/1.1.0 date=20220828	redox-cofactor	RiPPs	NA	NA	o__Rhodospirillales (UID3754)	63	336	201	99.5	0.5	0	5855409	0	51	51	447210	447210	114811	114811	1593529	1593529	71.6	3.92	90.39	11	5294	1	334	1	0	0	0	Isolate assembled genome	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
USHLN143	3989	contig00059	contig00059 len=18852 cov=44.9 corr=0 origname=NODE_59_length_18852_cov_44.850595_pilon sw=shovill-spades/1.1.0 date=20221107	RiPP-like	RiPPs	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	99.93	0.13	0	3557971	0	487	487	40930	40930	7305	7305	196399	196399	42.6	4.54	84.38	11	3642	1	686	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter fasciculus
USHLN149	3997	contig00001	contig00001 len=1343483 cov=45.4 corr=0 origname=NODE_1_length_1343483_cov_45.394522_pilon sw=shovill-spades/1.1.0 date=20221107	redox-cofactor	RiPPs	NA	NA	f__Xanthomonadaceae (UID4214)	55	659	290	100	0.83	0	4319766	0	25	25	528580	528580	172790	172790	1343483	1343483	70.7	4.52	87.56	11	3628	0	653	6	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	JAATFS01	NA
USHLN149	3998	contig00005	contig00005 len=478719 cov=49.0 corr=0 origname=NODE_5_length_478719_cov_49.044684_pilon sw=shovill-spades/1.1.0 date=20221107	lassopeptide	RiPPs	NA	NA	f__Xanthomonadaceae (UID4214)	55	659	290	100	0.83	0	4319766	0	25	25	528580	528580	172790	172790	1343483	1343483	70.7	4.52	87.56	11	3628	0	653	6	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	JAATFS01	NA
USHLN149	4000	contig00006	contig00006 len=271302 cov=51.6 corr=0 origname=NODE_6_length_271302_cov_51.550361_pilon sw=shovill-spades/1.1.0 date=20221107	RiPP-like	RiPPs	NA	NA	f__Xanthomonadaceae (UID4214)	55	659	290	100	0.83	0	4319766	0	25	25	528580	528580	172790	172790	1343483	1343483	70.7	4.52	87.56	11	3628	0	653	6	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	JAATFS01	NA
USHLN150	4015	contig00012	contig00012 len=270586 cov=35.7 corr=0 origname=NODE_12_length_270586_cov_35.727849_pilon sw=shovill-spades/1.1.0 date=20221107	RiPP-like	RiPPs	NA	NA	o__Actinomycetales (UID1815)	120	572	265	99.56	0.94	0	7190419	0	123	123	276143	276143	58458	58458	912742	912742	61.7	1.73	90.37	11	6800	2	567	3	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus globerulus
LB14	4029	contig00061	contig00061 len=22482 cov=4.2 corr=28 origname=NODE_61_length_22482_cov_4.242374_pilon sw=shovill-spades/1.1.0 date=20220625	RiPP-like	RiPPs	NA	NA	g__Bacillus (UID902)	44	1171	324	98.86	3.62	80.56	5359798	0	671	671	18551	18551	7987	7987	96332	96332	35.2	2.5	84.62	11	5856	7	1137	24	2	1	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
MMO-25	4029	contig00005	contig00005 len=398464 cov=42.0 corr=0 origname=NODE_5_length_398464_cov_42.009087_pilon sw=shovill-spades/1.1.0 date=20220826	LAP	RiPPs	NA	NA	g__Bacillus (UID902)	44	1171	324	99.01	0.39	0	5817626	0	171	171	237759	237759	34021	34021	710216	710216	35	3.81	84.52	11	5975	5	1164	1	1	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
USHLN022	4029	contig00006	contig00006 len=314013 cov=17.8 corr=0 origname=NODE_6_length_314013_cov_17.792276_pilon sw=shovill-spades/1.1.0 date=20220828	LAP	RiPPs	NA	NA	g__Bacillus (UID902)	44	1171	324	99.18	3.31	0	6950071	0	141	141	317092	317092	49291	49291	1621674	1621674	34.6	4.9	82.65	11	7091	4	1096	70	1	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A bombysepticus
USHLN152	4029	contig00008	contig00008 len=227110 cov=28.0 corr=0 origname=NODE_8_length_227110_cov_28.034022_pilon sw=shovill-spades/1.1.0 date=20220828	LAP	RiPPs	NA	NA	g__Bacillus (UID901)	46	1082	303	99.34	0.91	9.09	6275249	0	151	151	250264	250264	41557	41557	968890	968890	34.9	3.88	83.16	11	6411	2	1069	11	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
USHLN168	4029	contig00001	contig00001 len=929424 cov=30.2 corr=0 origname=NODE_1_length_929424_cov_30.175932_pilon sw=shovill-spades/1.1.0 date=20220829	LAP	RiPPs	NA	NA	g__Bacillus (UID902)	44	1171	324	99.12	0.46	0	5500123	0	102	102	348690	348690	53922	53922	929424	929424	35.1	5.07	84.36	11	5541	5	1164	2	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
USHLN172	4029	contig00004	contig00004 len=322386 cov=29.8 corr=0 origname=NODE_4_length_322386_cov_29.803106_pilon sw=shovill-spades/1.1.0 date=20220829	LAP	RiPPs	NA	NA	g__Bacillus (UID902)	44	1171	324	99.07	0.05	0	5239249	0	55	55	806349	806349	95259	95259	2193366	2193366	35.1	6	84.47	11	5269	4	1166	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
USHLN181	4029	contig00001	contig00001 len=1128684 cov=22.2 corr=0 origname=NODE_1_length_1128684_cov_22.200925_pilon sw=shovill-spades/1.1.0 date=20220829	LAP	RiPPs	NA	NA	g__Bacillus (UID902)	44	1171	324	99.18	0.01	0	5308050	0	106	106	472940	472940	50075	50075	1128684	1128684	35.1	4.41	84.53	11	5404	4	1166	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
USHLN183	4029	contig00006	contig00006 len=322707 cov=28.6 corr=0 origname=NODE_6_length_322707_cov_28.550583_pilon sw=shovill-spades/1.1.0 date=20220829	LAP	RiPPs	NA	NA	g__Bacillus (UID902)	44	1171	324	99.07	0.06	0	5253233	0	81	81	456712	456712	64854	64854	1118453	1118453	35.2	6.86	84.39	11	5289	4	1165	2	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
USHLN192	4029	contig00005	contig00005 len=322386 cov=38.2 corr=0 origname=NODE_5_length_322386_cov_38.219040_pilon sw=shovill-spades/1.1.0 date=20220829	LAP	RiPPs	NA	NA	g__Bacillus (UID902)	44	1171	324	99.07	0.05	0	5239530	0	56	56	618267	618267	93563	93563	1575136	1575136	35.1	5.01	84.49	11	5274	4	1166	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
USHLN193	4029	contig00006	contig00006 len=438110 cov=20.6 corr=0 origname=NODE_6_length_438110_cov_20.608122_pilon sw=shovill-spades/1.1.0 date=20220829	LAP	RiPPs	NA	NA	g__Bacillus (UID901)	46	1082	303	99.26	0.17	0	5777700	0	133	133	508995	508995	43441	43441	1057645	1057645	34.9	4.04	84.09	11	5763	4	1077	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
