BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0002109	BGC0002109	Kitasatospora sp. culture CGMCC:16924 beta-glucosidase, endo-1,4-beta-xylanase, D-alanyl-D-alanine dipeptidase, membrane protein, histidine kinase, LuxR family regulator, acyl carrier protein, 3-oxoacyl-ACP synthase, hydrolase, thioesterase, 3-oxoacyl-ACP synthase, acyl carrier protein, 3-oxoacyl-ACP dehydratase, 3-oxoacyl-ACP reductase, isomerase, putative ABC1 family protein, DsrE/DsrF-like family protein, hypothetical protein, non-ribosomal peptide synthetase, hypothetical protein, ATP-binding protein, ABC transporter, cytochrome P450, glycosyltransferase, putative YbaK/prolyl-tRNAsynthetase, LuxR family transcriptional regulator, thioesterase TEII family, IclR family transcriptional regulator, isomerase, MbtH-like protein, putative polyprenyl diphosphate synthase, membrane protein, methylmalonyl-CoA carboxyltransferase, putative AfsR-like transcriptional regulator, limonene-1,2-epoxide hydrolase, NAD-dependent epimerase/dehydratase, peptide synthetase, and LuxR family transcriptional regulator genes, complete cds	NRPS.ladderane.NRPS-like	Others	Kitasatospora sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,unclassified Kitasatospora
BGC0002115	BGC0002115	Streptomyces albidoflavus strain J1074, complete genome		Others	Streptomyces albidoflavus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0002116	BGC0002116	Photorhabdus khanii strain HGB 1456 NODE_1_length_1453311_cov_38.469422, whole genome shotgun sequence		Others	Photorhabdus khanii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0002128	BGC0002128	Streptomyces coelicolor A3(2) complete genome	indole	Others	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0002129	BGC0002129	Uncultured bacterium MMY biosynthetic gene cluster, partial sequence; mmyE gene, partial cds; and mmyD, mmyMI, mmyMII, hypothetical protein, mmyX, mmyY, mmyOI, mmyTI, mmyS, mmyK, mmyP, hypothetical protein, mmyTIII, mmyC, mmyU, mmyV, mmyGII, and mmyH genes, complete cds	oligosaccharide.T2PKS	Others	uncultured bacterium	Bacteria,environmental samples
BGC0002134	BGC0002134	Xenorhabdus bovienii SS-2004 chromosome, complete genome		Others	Xenorhabdus bovienii SS-2004	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0002140	BGC0002140	Streptomyces sp. MBT84 MBT84_1, whole genome shotgun sequence	oligosaccharide.T2PKS	Others	Streptomyces sp. MBT84	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002141	BGC0002141	Streptomyces bottropensis strain DO-45 trioxacarcin biosynthetic gene cluster, partial sequence	betalactone.PKS-like.oligosaccharide.T2PKS	Others	Streptomyces bottropensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002142	BGC0002142	Amycolatopsis sp. CA-230715 chromosome, complete genome	T1PKS.oligosaccharide	Others	Amycolatopsis sp. CA-230715	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unclassified Amycolatopsis
BGC0002148	BGC0002148	Sphaerospermopsis torques-reginae ITEP-024 chromosome		Others	Sphaerospermopsis torques-reginae ITEP-024	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Sphaerospermopsis,Sphaerospermopsis torques-reginae
BGC0002149	BGC0002149	Aspergillus alliaceus strain ATCC 20738 indole diterpene biosynthetic gene cluster, complete sequence	NRPS.terpene	Others	Aspergillus alliaceus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002150	BGC0002150	Streptomyces triculaminicus strain JCM 4242 2, whole genome shotgun sequence		Others	Streptomyces triculaminicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002151	BGC0002151	Streptomyces griseocarneus strain KCC S-1010 chromosome		Others	Streptomyces griseocarneus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002152	BGC0002152	Pseudomonas protegens Pf-5, complete genome		Others	Pseudomonas protegens Pf-5	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002162	BGC0002162	Neosartorya fischeri NRRL 181 1099437636266 genomic scaffold, whole genome shotgun sequence		Others	Aspergillus fischeri NRRL 181	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0002163	BGC0002163	Fusarium pseudograminearum CS3096 chromosome 3, whole genome shotgun sequence		Others	Fusarium pseudograminearum CS3096	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002181	BGC0002181	Rhodocybe pseudopiperita DNA, pleuromutilin gene cluster, strain: ATCC 20527		Others	Rhodocybe pseudopiperita	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Entolomataceae,Rhodocybe
BGC0002195	BGC0002195	Aspergillus oryzae RIB40 DNA, chromosome 5		Others	Aspergillus oryzae RIB40	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002199	BGC0002199	Aspergillus nanangensis strain MST-FP2251 BGC nanangelenin biosynthetic gene cluster, complete sequence	NRPS.indole	Others	Aspergillus nanangensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002207	BGC0002207	Psilocybe cyanescens strain 2631 scaffold5617, whole genome shotgun sequence		Others	Psilocybe cyanescens	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Psilocybe
BGC0002216	BGC0002216	Trichoderma virens Gv29-8 TRIVIscaffold_86, whole genome shotgun sequence		Others	Trichoderma virens Gv29-8	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma
BGC0002217	BGC0002217	Botryotinia fuckeliana T4 SuperContig_277_1 genomic supercontig		Others	Botrytis cinerea T4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis
BGC0002218	BGC0002218	Dentipellis sp. KUC8613 scaffold_9, whole genome shotgun sequence		Others	Dentipellis sp. KUC8613	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Hericiaceae,Dentipellis,unclassified Dentipellis
BGC0002219	BGC0002219	Stereum hirsutum FP-91666 SS1 unplaced genomic scaffold STEHIscaffold_10, whole genome shotgun sequence		Others	Stereum hirsutum FP-91666 SS1	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stereaceae,Stereum
BGC0002220	BGC0002220	Punctularia strigosozonata HHB-11173 SS5 unplaced genomic scaffold PUNSTscaffold_5, whole genome shotgun sequence		Others	Punctularia strigosozonata HHB-11173 SS5	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Corticiales,Punctulariaceae,Punctularia
BGC0002221	BGC0002221	Serpula lacrymans var. lacrymans S7.9 unplaced genomic scaffold SERLAscaffold_3, whole genome shotgun sequence		Others	Serpula lacrymans var. lacrymans S7.9	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Coniophorineae,Serpulaceae,Serpula
BGC0002226	BGC0002226	Aspergillus aculeatus ATCC 16872 unplaced genomic scaffold ASPACscaffold_16, whole genome shotgun sequence	NRPS.indole	Others	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002232	BGC0002232	Claviceps purpurea 20.1 WGS project CAGA00000000 data, contig scaffold00022, whole genome shotgun sequence	NRPS.indole	Others	Claviceps purpurea 20.1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0002234	BGC0002234	Aspergillus ruber CBS 135680 unplaced genomic scaffold scaffold00012, whole genome shotgun sequence	T1PKS.indole	Others	Aspergillus ruber CBS 135680	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002245	BGC0002245	Cochliobolus heterostrophus C5 unplaced genomic scaffold COCHEscaffold_5, whole genome shotgun sequence		Others	Bipolaris maydis C5	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Bipolaris
BGC0002248	BGC0002248	Aspergillus flavus NRRL3357 chromosome 3	NRPS.terpene	Others	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002254	BGC0002254	Aspergillus sp. FM242 notoamide gene cluster, partial sequence	NRPS.indole	Others	Aspergillus sp. FM242	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002256	BGC0002256	TPA_asm: Fusarium equiseti genomic sequence, sequence	NRPS.NRPS-like.indole	Others	Fusarium equiseti	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium incarnatum-equiseti species complex
BGC0002262	BGC0002262	Hypomontagnella monticulosa strain MUCL-54604 sporothriolide biosynthetic gene cluster, complete sequence		Others	Hypomontagnella monticulosa	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypomontagnella
BGC0002271	BGC0002271	Aspergillus terreus NIH2624 scaffold_1 genomic scaffold, whole genome shotgun sequence	NRPS-like.indole	Others	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002272	BGC0002272	Aspergillus terreus NIH2624 scaffold_17 genomic scaffold, whole genome shotgun sequence	NRPS.indole	Others	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002273	BGC0002273	Aspergillus terreus NIH2624 scaffold_4 genomic scaffold, whole genome shotgun sequence	NRPS-like.indole.NRPS	Others	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002282	BGC0002282	Streptomyces kaniharaensis strain SF-557 unitig_0, whole genome shotgun sequence		Others	Streptomyces kaniharaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002284	BGC0002284	Rhodococcus sp. H-CA8f chromosome, complete genome		Others	Rhodococcus sp. H-CA8f	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
BGC0002285	BGC0002285	Streptomyces sp. ZS0098 contig5, whole genome shotgun sequence		Others	Streptomyces sp. ZS0098	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002290	BGC0002290	Biscogniauxia sp. strain 71-10-1-1 biscognienyne B biosynthetic gene cluster, complete sequence	indole	Others	Biscogniauxia sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Biscogniauxia
BGC0002294	BGC0002294	Streptomyces achromogenes subsp. streptozoticus strain NRRL 3125 RNA polymerase sigma factor SigA, ABC transporter ATP-binding protein, xylulose kinase, phosphoglyceromutase, ATP synthase subunit b, pentatricopeptide repeat-containing protein, ribonuclease, and tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase genes, complete cds; streptozocin biosynthetic gene cluster, complete sequence; and putative hydrolase, multidrug resistance protein, serine/threonine-protein kinase, and nitrate regulatory protein genes, complete cds		Others	Streptomyces achromogenes subsp. streptozoticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002302	BGC0002302	[Ruminococcus] gnavus ATCC 29149 R_gnavus-1.0.1_Cont378, whole genome shotgun sequence		Others	[Ruminococcus] gnavus ATCC 29149	Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter
BGC0002305	BGC0002305	Streptomyces sp. strain MA37 legonoxamine gene cluster, partial sequence	siderophore	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002313	BGC0002313	Streptomyces achromogenes subsp. streptozoticus strain NRRL 2697 putative streptozotocin biosynthetic gene cluster, complete sequence		Others	Streptomyces achromogenes subsp. streptozoticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002321	BGC0002321	Metschnikowia aff. pulcherrima strain APC 1.2 chromosome III, complete sequence		Others	Metschnikowia aff. pulcherrima	Eukaryota,Fungi,Dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia
BGC0002331	BGC0002331	Pseudomonas entomophila str. L48 chromosome,complete sequence		Others	Pseudomonas entomophila L48	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002334	BGC0002334	Pseudoalteromonas rubra strain DSM 6842 contig035, whole genome shotgun sequence	hserlactone	Others	Pseudoalteromonas rubra	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0002338	BGC0002338	Myxococcales bacterium strain MSr12020 sorangipyranone biosynthetic gene cluster, complete sequence	terpene.T1PKS	Others	Myxococcales bacterium	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales
BGC0002341	BGC0002341	Planctomycetales bacterium 10988 chromosome, complete genome		Others	Planctomycetales bacterium 10988	Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,unclassified Planctomycetales
BGC0002343	BGC0002343	Streptomyces uncialis strain DCA2648 scaffold6, whole genome shotgun sequence		Others	Streptomyces uncialis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002345	BGC0002345	Pseudomonas fluorescens isolate PS619 genome assembly, contig: PS619_39, whole genome shotgun sequence		Others	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002347	BGC0002347	Actinoalloteichus cyanogriseus strain WH1-2216-6 cyanogramide biosynthetic gene cluster, complete sequence		Others	Actinoalloteichus cyanogriseus	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
BGC0002349	BGC0002349	Kutzneria sp. CA-103260 chromosome, complete genome	T1PKS.oligosaccharide	Others	Kutzneria sp. CA-103260	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,unclassified Kutzneria
BGC0002354	BGC0002354	Kutzneria albida DSM 43870, complete genome	nucleoside	Others	Kutzneria albida DSM 43870	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kutzneria
BGC0002361	BGC0002361	Streptomyces sp. IB201691-2A2 scaffold00031, whole genome shotgun sequence	oligosaccharide.T2PKS	Others	Streptomyces sp. IB201691-2A2	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002364	BGC0002364	Streptomyces sp. strain SCSIO 40028 trichostatin gene cluster, partial sequence		Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002372	BGC0002372	Streptomyces sp. strain AJS-327 mrt biosynthetic gene cluster, complete sequence		Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002373	BGC0002373	Streptomyces sp. strain UTZ13 genomic sequence, sequence	NRPS.PKS-like.betalactone	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002377	BGC0002377	Streptomyces sp. SNM55 WS9326 biosynthetic gene cluster, complete sequence	NRPS.NRPS-like.arylpolyene.ladderane	Others	Streptomyces sp. SNM55	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002378	BGC0002378	Streptomyces sp. strain SNU533 ATP-binding cassette domain-containing protein, ABC transporter permease, NRPS (copA), NRPS (copB), MbtH family protein, acyl carrier protein (copC), DUF3995 domain-containing protein, 2,3-diaminopropionate biosynthesis protein SbnA (copD), 2,3-diaminopropionate biosynthesis protein SbnB (copE), 3-oxoacyl-[acyl-carrier-protein] reductase (copF), hypothetical protein (copG), beta-hydroxyacyl-ACP dehydratase (copH), acyl carrier protein (copI), beta-ketoacyl-[acyl-carrier-protein] synthase family protein (copJ), hypothetical protein (copK), hypothetical protein (copL), beta-ketoacyl synthase (copM), alpha/beta fold hydrolase, disulfide bond formation protein DsbA (copN), hypothetical protein (copO), methylaspartate mutase (copP), hypothetical protein, and thioesterase genes, complete cds	NRPS.ladderane.arylpolyene	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002390	BGC0002390	Zea mays cultivar B73 chromosome 5, Zm-B73-REFERENCE-NAM-5.0, whole genome shotgun sequence		Others	Zea mays	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogonodae,Andropogoneae,Tripsacinae,Zea
BGC0002391	BGC0002391	Zea mays cultivar B73 chromosome 1, Zm-B73-REFERENCE-NAM-5.0, whole genome shotgun sequence		Others	Zea mays	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogonodae,Andropogoneae,Tripsacinae,Zea
BGC0002401	BGC0002401	Arabidopsis thaliana chromosome 3, partial sequence		Others	Arabidopsis thaliana	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis
BGC0002402	BGC0002402	Spinacia oleracea cultivar SynViroflay unplaced genomic scaffold scaffold19898, whole genome shotgun sequence		Others	Spinacia oleracea	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,Caryophyllales,Chenopodiaceae,Chenopodioideae,Anserineae,Spinacia
BGC0002404	BGC0002404	Solanum lycopersicum cultivar Heinz 1706 chromosome 12, SL3.0, whole genome shotgun sequence		Others	Solanum lycopersicum	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum subgen. Lycopersicon
BGC0002405	BGC0002405	Solanum lycopersicum cultivar Heinz 1706 chromosome 7, SL3.0, whole genome shotgun sequence		Others	Solanum lycopersicum	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum subgen. Lycopersicon
BGC0002406	BGC0002406	Oryza sativa Japonica Group DNA, chromosome 10, cultivar: Nipponbare, complete sequence		Others	Oryza sativa Japonica Group	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,Liliopsida,Poales,Poaceae,BOP clade,Oryzoideae,Oryzeae,Oryzinae,Oryza,Oryza sativa
BGC0002407	BGC0002407	Streptomyces angustmyceticus NBRC 3934 DNA, sequence04, whole genome shotgun sequence		Others	Streptomyces angustmyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002409	BGC0002409	Frankia sp. CH37 Contig1, whole genome shotgun sequence	NRPS.betalactone	Others	Frankia sp. CH37	Bacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,unclassified Frankia
BGC0002423	BGC0002423	Burkholderia gladioli strain GSRB05 NODE_62_length_43215_cov_8.435899, whole genome shotgun sequence		Others	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0002426	BGC0002426	Streptomyces sp. strain MST-144321	T2PKS.indole	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002427	BGC0002427	Metarhizium robertsii ARSEF 23 MAA_Scf_14, whole genome shotgun sequence	terpene.T1PKS	Others	Metarhizium robertsii ARSEF 23	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium
BGC0002428	BGC0002428	Fusarium graminearum PH-1 chromosome 2, whole genome shotgun sequence		Others	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002430	BGC0002430	Streptomyces kanamyceticus strain INA-Ac-5812	NRPS.betalactone	Others	Streptomyces kanamyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002435	BGC0002435	Micromonospora haikouensis strain DSM 45626 genome assembly, contig: Ga0070558_124, whole genome shotgun sequence		Others	Micromonospora haikouensis	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0002436	BGC0002436	Streptomyces citricolor strain JCM 5028 coformycin biosynthetic gene cluster, partial sequence		Others	Streptomyces citricolor	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002439	BGC0002439	Streptomyces diastaticus strain W2 diastaphenazine biosynthetic gene cluster, complete sequence	phenazine	Others	Streptomyces diastaticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces diastaticus group
BGC0002440	BGC0002440	Streptomyces sp. strain KUSC_F05 longicatenamide biosynthetic gene cluster, complete sequence	NRPS.betalactone	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002441	BGC0002441	Streptomyces sp. SANK 60404 DNA, mbg gene cluster	NRPS-like.ladderane.arylpolyene	Others	Streptomyces sp. SANK 60404	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002442	BGC0002442	Bacillus toyonensis toyoncin biosynthesis gene cluster, complete sequence		Others	Bacillus toyonensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0002444	BGC0002444	Epichloe sp. LpTG-3 JtmD (jtmD) gene, complete cds	indole	Others	Epichloe sp. LpTG-3	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Epichloe,unclassified Epichloe
BGC0002450	BGC0002450	Uncultured bacterium glycosidation gene cluster, complete sequence		Others	uncultured bacterium	Bacteria,environmental samples
BGC0002457	BGC0002457	Streptacidiphilus griseoplanus JCM 4300 DNA, containing alazopeptin biosynthetic gene cluster 1		Others	Streptacidiphilus griseoplanus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus
BGC0002458	BGC0002458	Streptacidiphilus griseoplanus JCM 4300 DNA, containing alazopeptin biosynthetic gene cluster 2		Others	Streptacidiphilus griseoplanus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus
BGC0002460	BGC0002460	Nocardiopsis flavescens strain NA01583 nucleotide pyrophosphohydrolase and hypothetical protein genes, complete cds; loonamycin biosynthetic gene cluster, complete sequence; and hypothetical protein and DUF4913 domain-containing protein genes, complete cds	indole	Others	Nocardiopsis flavescens	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
BGC0002462	BGC0002462	Streptomyces kaniharaensis strain SF-557 hypothetical protein, short-chain dehydrogenase (cofA), SAICAR synthetase (cofB), GntR family transcriptional regulator, hypothetical protein, and major facilitator superfamily (MFS) transporter (cofC) genes, complete cds; formycin A biosynthetic gene cluster, complete sequence; and hypothetical protein, ribulose-phosphate 3-epimerase, and hypothetical protein genes, complete cds		Others	Streptomyces kaniharaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002464	BGC0002464	Bordetella pertussis Tohama I chromosome, complete genome	siderophore	Others	Bordetella pertussis Tohama I	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
BGC0002466	BGC0002466	Streptomyces peucetius subsp. caesius ATCC 27952 chromosome, complete genome	NRPS.siderophore	Others	Streptomyces peucetius subsp. caesius ATCC 27952	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002469	BGC0002469	Shewanella woodyi ATCC 51908 chromosome, complete genome	siderophore	Others	Shewanella woodyi ATCC 51908	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
BGC0002470	BGC0002470	Synechococcus sp. PCC 7002 plasmid pAQ7, complete sequence	siderophore	Others	Synechococcus sp. PCC 7002	Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus
BGC0002471	BGC0002471	Acinetobacter baumannii str. AYE, complete genome	siderophore	Others	Acinetobacter baumannii AYE	Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex
BGC0002473	BGC0002473	Acinetobacter bouvetii DSM 14964 = CIP 107468 strain DSM 14964 B090DRAFT_scaffold_1.2, whole genome shotgun sequence		Others	Acinetobacter bouvetii DSM 14964 = CIP 107468	Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
BGC0002474	BGC0002474	Agrobacterium tumefaciens ferric iron uptake system gene cluster (agbF, agbC, agbE, agbB, agbA, agbD), complete cds		Others	Agrobacterium tumefaciens	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium,Agrobacterium tumefaciens complex
